GameTimer,Variable1,Variable2
0.9705967,Variable1Value,Variable2Value
0.9722071,Variable1Value,Variable2Value
0.9737161,Variable1Value,Variable2Value
0.9754155,Variable1Value,Variable2Value
0.9769071,Variable1Value,Variable2Value
0.9789256,Variable1Value,Variable2Value
0.9804373,Variable1Value,Variable2Value
0.9819536,Variable1Value,Variable2Value
0.9836934,Variable1Value,Variable2Value
0.9855632,Variable1Value,Variable2Value
0.9871102,Variable1Value,Variable2Value
0.9890778,Variable1Value,Variable2Value
0.9906973,Variable1Value,Variable2Value
0.9925863,Variable1Value,Variable2Value
0.9945142,Variable1Value,Variable2Value
0.9962003,Variable1Value,Variable2Value
0.9977852,Variable1Value,Variable2Value
0.9995418,Variable1Value,Variable2Value
1.003181,Variable1Value,Variable2Value
1.005081,Variable1Value,Variable2Value
1.006947,Variable1Value,Variable2Value
1.008784,Variable1Value,Variable2Value
1.010782,Variable1Value,Variable2Value
1.012563,Variable1Value,Variable2Value
1.014157,Variable1Value,Variable2Value
1.015628,Variable1Value,Variable2Value
1.017854,Variable1Value,Variable2Value
1.019511,Variable1Value,Variable2Value
1.021235,Variable1Value,Variable2Value
1.02316,Variable1Value,Variable2Value
1.024832,Variable1Value,Variable2Value
1.027194,Variable1Value,Variable2Value
1.0288,Variable1Value,Variable2Value
1.030661,Variable1Value,Variable2Value
1.032593,Variable1Value,Variable2Value
1.035046,Variable1Value,Variable2Value
1.036778,Variable1Value,Variable2Value
1.038483,Variable1Value,Variable2Value
1.040314,Variable1Value,Variable2Value
1.042885,Variable1Value,Variable2Value
1.044566,Variable1Value,Variable2Value
1.046291,Variable1Value,Variable2Value
1.047816,Variable1Value,Variable2Value
1.050569,Variable1Value,Variable2Value
1.052493,Variable1Value,Variable2Value
1.054001,Variable1Value,Variable2Value
1.05547,Variable1Value,Variable2Value
1.057098,Variable1Value,Variable2Value
1.059438,Variable1Value,Variable2Value
1.061375,Variable1Value,Variable2Value
1.062958,Variable1Value,Variable2Value
1.06464,Variable1Value,Variable2Value
1.066568,Variable1Value,Variable2Value
1.068455,Variable1Value,Variable2Value
1.070217,Variable1Value,Variable2Value
1.071797,Variable1Value,Variable2Value
1.073781,Variable1Value,Variable2Value
1.075422,Variable1Value,Variable2Value
1.077257,Variable1Value,Variable2Value
1.079116,Variable1Value,Variable2Value
1.080533,Variable1Value,Variable2Value
1.082353,Variable1Value,Variable2Value
1.084064,Variable1Value,Variable2Value
1.085491,Variable1Value,Variable2Value
1.087015,Variable1Value,Variable2Value
1.088425,Variable1Value,Variable2Value
1.090567,Variable1Value,Variable2Value
1.092488,Variable1Value,Variable2Value
1.094024,Variable1Value,Variable2Value
1.095649,Variable1Value,Variable2Value
1.097054,Variable1Value,Variable2Value
1.098868,Variable1Value,Variable2Value
1.100413,Variable1Value,Variable2Value
1.102013,Variable1Value,Variable2Value
1.103677,Variable1Value,Variable2Value
1.105607,Variable1Value,Variable2Value
1.107091,Variable1Value,Variable2Value
1.108658,Variable1Value,Variable2Value
1.110063,Variable1Value,Variable2Value
1.111644,Variable1Value,Variable2Value
1.113732,Variable1Value,Variable2Value
1.115221,Variable1Value,Variable2Value
1.116897,Variable1Value,Variable2Value
1.118265,Variable1Value,Variable2Value
1.11976,Variable1Value,Variable2Value
1.121626,Variable1Value,Variable2Value
1.123211,Variable1Value,Variable2Value
1.124786,Variable1Value,Variable2Value
1.126321,Variable1Value,Variable2Value
1.127839,Variable1Value,Variable2Value
1.129536,Variable1Value,Variable2Value
1.130949,Variable1Value,Variable2Value
1.132567,Variable1Value,Variable2Value
1.134066,Variable1Value,Variable2Value
1.13585,Variable1Value,Variable2Value
1.137581,Variable1Value,Variable2Value
1.139017,Variable1Value,Variable2Value
1.140442,Variable1Value,Variable2Value
1.141865,Variable1Value,Variable2Value
1.14354,Variable1Value,Variable2Value
1.145597,Variable1Value,Variable2Value
1.147022,Variable1Value,Variable2Value
1.148603,Variable1Value,Variable2Value
1.150022,Variable1Value,Variable2Value
1.151626,Variable1Value,Variable2Value
1.153921,Variable1Value,Variable2Value
1.155546,Variable1Value,Variable2Value
1.156947,Variable1Value,Variable2Value
1.158381,Variable1Value,Variable2Value
1.160135,Variable1Value,Variable2Value
1.162266,Variable1Value,Variable2Value
1.163745,Variable1Value,Variable2Value
1.165136,Variable1Value,Variable2Value
1.166792,Variable1Value,Variable2Value
1.168522,Variable1Value,Variable2Value
1.170641,Variable1Value,Variable2Value
1.172047,Variable1Value,Variable2Value
1.173494,Variable1Value,Variable2Value
1.175069,Variable1Value,Variable2Value
1.17674,Variable1Value,Variable2Value
1.178889,Variable1Value,Variable2Value
1.180284,Variable1Value,Variable2Value
1.18182,Variable1Value,Variable2Value
1.183304,Variable1Value,Variable2Value
1.185625,Variable1Value,Variable2Value
1.18733,Variable1Value,Variable2Value
1.188782,Variable1Value,Variable2Value
1.190174,Variable1Value,Variable2Value
1.191773,Variable1Value,Variable2Value
1.194357,Variable1Value,Variable2Value
1.1961,Variable1Value,Variable2Value
1.197597,Variable1Value,Variable2Value
1.198984,Variable1Value,Variable2Value
1.20089,Variable1Value,Variable2Value
1.202985,Variable1Value,Variable2Value
1.204724,Variable1Value,Variable2Value
1.206131,Variable1Value,Variable2Value
1.207828,Variable1Value,Variable2Value
1.209678,Variable1Value,Variable2Value
1.211108,Variable1Value,Variable2Value
1.212768,Variable1Value,Variable2Value
1.214214,Variable1Value,Variable2Value
1.215694,Variable1Value,Variable2Value
1.217869,Variable1Value,Variable2Value
1.219303,Variable1Value,Variable2Value
1.220868,Variable1Value,Variable2Value
1.222319,Variable1Value,Variable2Value
1.231576,Variable1Value,Variable2Value
1.23388,Variable1Value,Variable2Value
1.235536,Variable1Value,Variable2Value
1.237313,Variable1Value,Variable2Value
1.238773,Variable1Value,Variable2Value
1.240345,Variable1Value,Variable2Value
1.242477,Variable1Value,Variable2Value
1.244109,Variable1Value,Variable2Value
1.245743,Variable1Value,Variable2Value
1.247498,Variable1Value,Variable2Value
1.248906,Variable1Value,Variable2Value
1.25114,Variable1Value,Variable2Value
1.252672,Variable1Value,Variable2Value
1.254306,Variable1Value,Variable2Value
1.25603,Variable1Value,Variable2Value
1.257838,Variable1Value,Variable2Value
1.259449,Variable1Value,Variable2Value
1.26089,Variable1Value,Variable2Value
1.262774,Variable1Value,Variable2Value
1.264434,Variable1Value,Variable2Value
1.266351,Variable1Value,Variable2Value
1.267944,Variable1Value,Variable2Value
1.269342,Variable1Value,Variable2Value
1.271292,Variable1Value,Variable2Value
1.27275,Variable1Value,Variable2Value
1.274585,Variable1Value,Variable2Value
1.276276,Variable1Value,Variable2Value
1.277765,Variable1Value,Variable2Value
1.279488,Variable1Value,Variable2Value
1.280917,Variable1Value,Variable2Value
1.283587,Variable1Value,Variable2Value
1.285404,Variable1Value,Variable2Value
1.286966,Variable1Value,Variable2Value
1.288613,Variable1Value,Variable2Value
1.290663,Variable1Value,Variable2Value
1.292253,Variable1Value,Variable2Value
1.293931,Variable1Value,Variable2Value
1.295469,Variable1Value,Variable2Value
1.297769,Variable1Value,Variable2Value
1.300519,Variable1Value,Variable2Value
1.302263,Variable1Value,Variable2Value
1.303833,Variable1Value,Variable2Value
1.305796,Variable1Value,Variable2Value
1.307502,Variable1Value,Variable2Value
1.309433,Variable1Value,Variable2Value
1.310942,Variable1Value,Variable2Value
1.312415,Variable1Value,Variable2Value
1.314886,Variable1Value,Variable2Value
1.316902,Variable1Value,Variable2Value
1.318514,Variable1Value,Variable2Value
1.319885,Variable1Value,Variable2Value
1.321915,Variable1Value,Variable2Value
1.323407,Variable1Value,Variable2Value
1.325626,Variable1Value,Variable2Value
1.327396,Variable1Value,Variable2Value
1.330092,Variable1Value,Variable2Value
1.331828,Variable1Value,Variable2Value
1.333506,Variable1Value,Variable2Value
1.335393,Variable1Value,Variable2Value
1.33718,Variable1Value,Variable2Value
1.339022,Variable1Value,Variable2Value
1.340538,Variable1Value,Variable2Value
1.342227,Variable1Value,Variable2Value
1.344301,Variable1Value,Variable2Value
1.346707,Variable1Value,Variable2Value
1.348303,Variable1Value,Variable2Value
1.350168,Variable1Value,Variable2Value
1.351884,Variable1Value,Variable2Value
1.353979,Variable1Value,Variable2Value
1.355695,Variable1Value,Variable2Value
1.357208,Variable1Value,Variable2Value
1.358948,Variable1Value,Variable2Value
1.360517,Variable1Value,Variable2Value
1.362458,Variable1Value,Variable2Value
1.364096,Variable1Value,Variable2Value
1.365483,Variable1Value,Variable2Value
1.36697,Variable1Value,Variable2Value
1.368371,Variable1Value,Variable2Value
1.370769,Variable1Value,Variable2Value
1.372535,Variable1Value,Variable2Value
1.37402,Variable1Value,Variable2Value
1.375523,Variable1Value,Variable2Value
1.376904,Variable1Value,Variable2Value
1.37912,Variable1Value,Variable2Value
1.380735,Variable1Value,Variable2Value
1.382248,Variable1Value,Variable2Value
1.38403,Variable1Value,Variable2Value
1.385923,Variable1Value,Variable2Value
1.387401,Variable1Value,Variable2Value
1.389002,Variable1Value,Variable2Value
1.390696,Variable1Value,Variable2Value
1.392246,Variable1Value,Variable2Value
1.39468,Variable1Value,Variable2Value
1.396148,Variable1Value,Variable2Value
1.397818,Variable1Value,Variable2Value
1.399386,Variable1Value,Variable2Value
1.401822,Variable1Value,Variable2Value
1.403449,Variable1Value,Variable2Value
1.404911,Variable1Value,Variable2Value
1.406788,Variable1Value,Variable2Value
1.408293,Variable1Value,Variable2Value
1.410553,Variable1Value,Variable2Value
1.412073,Variable1Value,Variable2Value
1.413738,Variable1Value,Variable2Value
1.415393,Variable1Value,Variable2Value
1.41689,Variable1Value,Variable2Value
1.419032,Variable1Value,Variable2Value
1.420444,Variable1Value,Variable2Value
1.421906,Variable1Value,Variable2Value
1.424305,Variable1Value,Variable2Value
1.426332,Variable1Value,Variable2Value
1.427779,Variable1Value,Variable2Value
1.429313,Variable1Value,Variable2Value
1.430715,Variable1Value,Variable2Value
1.43231,Variable1Value,Variable2Value
1.434726,Variable1Value,Variable2Value
1.436182,Variable1Value,Variable2Value
1.437737,Variable1Value,Variable2Value
1.439248,Variable1Value,Variable2Value
1.44118,Variable1Value,Variable2Value
1.443343,Variable1Value,Variable2Value
1.44486,Variable1Value,Variable2Value
1.446254,Variable1Value,Variable2Value
1.447679,Variable1Value,Variable2Value
1.449419,Variable1Value,Variable2Value
1.45139,Variable1Value,Variable2Value
1.453038,Variable1Value,Variable2Value
1.454501,Variable1Value,Variable2Value
1.455996,Variable1Value,Variable2Value
1.458137,Variable1Value,Variable2Value
1.459884,Variable1Value,Variable2Value
1.461325,Variable1Value,Variable2Value
1.462734,Variable1Value,Variable2Value
1.464228,Variable1Value,Variable2Value
1.466189,Variable1Value,Variable2Value
1.467992,Variable1Value,Variable2Value
1.469473,Variable1Value,Variable2Value
1.470871,Variable1Value,Variable2Value
1.472332,Variable1Value,Variable2Value
1.474654,Variable1Value,Variable2Value
1.476269,Variable1Value,Variable2Value
1.477698,Variable1Value,Variable2Value
1.479305,Variable1Value,Variable2Value
1.48088,Variable1Value,Variable2Value
1.483071,Variable1Value,Variable2Value
1.484913,Variable1Value,Variable2Value
1.486433,Variable1Value,Variable2Value
1.487953,Variable1Value,Variable2Value
1.489715,Variable1Value,Variable2Value
1.491218,Variable1Value,Variable2Value
1.49291,Variable1Value,Variable2Value
1.494358,Variable1Value,Variable2Value
1.496166,Variable1Value,Variable2Value
1.497907,Variable1Value,Variable2Value
1.499461,Variable1Value,Variable2Value
1.501091,Variable1Value,Variable2Value
1.502615,Variable1Value,Variable2Value
1.504079,Variable1Value,Variable2Value
1.505868,Variable1Value,Variable2Value
1.507329,Variable1Value,Variable2Value
1.509026,Variable1Value,Variable2Value
1.510578,Variable1Value,Variable2Value
1.51204,Variable1Value,Variable2Value
1.513804,Variable1Value,Variable2Value
1.523335,Variable1Value,Variable2Value
1.52533,Variable1Value,Variable2Value
1.526997,Variable1Value,Variable2Value
1.528441,Variable1Value,Variable2Value
1.530594,Variable1Value,Variable2Value
1.532047,Variable1Value,Variable2Value
1.534111,Variable1Value,Variable2Value
1.535708,Variable1Value,Variable2Value
1.537658,Variable1Value,Variable2Value
1.539118,Variable1Value,Variable2Value
1.540503,Variable1Value,Variable2Value
1.542423,Variable1Value,Variable2Value
1.543965,Variable1Value,Variable2Value
1.545907,Variable1Value,Variable2Value
1.547397,Variable1Value,Variable2Value
1.548998,Variable1Value,Variable2Value
1.550863,Variable1Value,Variable2Value
1.552366,Variable1Value,Variable2Value
1.55466,Variable1Value,Variable2Value
1.556133,Variable1Value,Variable2Value
1.557626,Variable1Value,Variable2Value
1.559309,Variable1Value,Variable2Value
1.560904,Variable1Value,Variable2Value
1.562937,Variable1Value,Variable2Value
1.564387,Variable1Value,Variable2Value
1.565786,Variable1Value,Variable2Value
1.567536,Variable1Value,Variable2Value
1.569529,Variable1Value,Variable2Value
1.571063,Variable1Value,Variable2Value
1.57257,Variable1Value,Variable2Value
1.574043,Variable1Value,Variable2Value
1.575883,Variable1Value,Variable2Value
1.577844,Variable1Value,Variable2Value
1.579334,Variable1Value,Variable2Value
1.580785,Variable1Value,Variable2Value
1.582645,Variable1Value,Variable2Value
1.584208,Variable1Value,Variable2Value
1.586334,Variable1Value,Variable2Value
1.587897,Variable1Value,Variable2Value
1.589348,Variable1Value,Variable2Value
1.590877,Variable1Value,Variable2Value
1.592422,Variable1Value,Variable2Value
1.594616,Variable1Value,Variable2Value
1.59607,Variable1Value,Variable2Value
1.597971,Variable1Value,Variable2Value
1.599375,Variable1Value,Variable2Value
1.600911,Variable1Value,Variable2Value
1.603033,Variable1Value,Variable2Value
1.60466,Variable1Value,Variable2Value
1.606166,Variable1Value,Variable2Value
1.607607,Variable1Value,Variable2Value
1.609581,Variable1Value,Variable2Value
1.611302,Variable1Value,Variable2Value
1.612803,Variable1Value,Variable2Value
1.61425,Variable1Value,Variable2Value
1.615969,Variable1Value,Variable2Value
1.617868,Variable1Value,Variable2Value
1.619479,Variable1Value,Variable2Value
1.620934,Variable1Value,Variable2Value
1.622356,Variable1Value,Variable2Value
1.623803,Variable1Value,Variable2Value
1.626087,Variable1Value,Variable2Value
1.627748,Variable1Value,Variable2Value
1.629251,Variable1Value,Variable2Value
